timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32
1778531955.968400,-10310,24258,1577,11569,-14854,6740,-15472,900,-3121,11429,-15357,-3473,14240,14992,-15770,-28262,25147,11526,33940,-14186,-11038,-44060,10861,21385,-4461,13907,18558,-13624,-12097,-15671,-7388,-6281
1778531955.969400,-30395,7216,3205,27873,-15919,6989,-10339,527,-4335,11538,-5257,17480,14781,20431,8299,-14672,29329,4217,27956,-5807,-11505,-41102,11888,7744,-4949,5683,13894,12512,2429,-18289,-7037,-3199
1778531955.970400,-35758,31287,2922,-5638,-13360,2243,-5781,-8462,4818,11703,-1306,44336,14907,21290,10627,-6606,33468,2744,-21041,8821,-9138,-41672,5625,-6345,-18781,-10763,12098,37606,13122,-22340,-7460,5294
1778531955.971400,-35131,29091,-962,-43146,-11841,261,-498,-16428,9703,12879,25832,55231,15811,19469,24095,-28171,33286,1364,-26033,23277,-3699,-38467,2333,-24414,-46586,-15558,5141,45509,17290,-28901,-3516,7033
1778531955.972400,-31459,10587,1031,-42304,-7962,1982,5075,-20989,14029,9315,58612,32613,14674,12993,19301,-38525,31210,-3681,-19676,45867,3762,-35175,1106,-27094,-48619,-3256,1842,26304,2645,-29020,0,6143
1778531956.028203,-21449,-43113,3972,-20739,-2281,-414,7356,-22703,6617,9838,26432,-5076,15935,6345,26206,-10638,33799,-3860,1462,-4793,10564,-29573,5417,-10595,-5539,2207,-4612,-1042,-6048,-27103,2685,2308
1778531956.029203,8691,-45704,8638,21060,3199,-1659,11467,-23032,-10283,6488,-19539,-19926,4317,786,23759,21649,31901,-7560,12150,-26680,20572,-15712,18029,448,26327,2693,-6351,-12832,-1415,-24719,5355,1671
1778531956.030203,44440,-408,9936,44484,10885,-2339,12463,-30193,-11146,1223,-14603,-12579,-19719,-1360,-26921,30779,32414,-13085,5855,-11480,29887,-647,34864,-2104,17104,16604,-8249,-8313,-10594,-21659,8911,1663
1778531956.031203,55799,-3152,7580,17222,14719,-2077,12836,-32774,-5045,-3726,-8511,-6676,-35182,-5493,-53492,27344,33886,1318,24739,-34926,30920,19663,43573,-3628,4945,4139,-9462,-3904,-9420,-18367,10704,-669
1778531956.032203,40025,17331,3931,8094,19969,-1008,12145,-21610,-582,-8409,-37590,-18149,-27193,-6499,-31569,21680,35401,15841,5899,-10444,28797,34648,41459,10273,28904,-5803,-8010,-16266,3650,-14770,12283,-542
1778531956.033203,24275,26149,406,20716,22579,-1317,7464,7333,2471,-11474,-39078,-35686,-9916,-6857,-7837,10188,35213,14368,-12501,23493,16835,44140,28455,24701,46937,-7380,-7034,-31266,8817,-13832,10089,340
1778531956.034203,12350,44092,-4314,-11607,21204,1553,6401,34111,3902,-14255,-2963,-34034,441,-10466,28021,6809,32559,10917,-37271,47562,5337,46864,8207,22622,22648,-2482,-7195,-29806,6242,-12602,10753,-595
1778531956.035203,-7742,-7274,-10544,-47056,18354,2254,2769,49165,5321,-17593,25337,-19245,-6577,-8242,35932,8924,29383,-1357,-20996,5192,-4689,39233,-16092,9203,-15077,-3306,-9280,-9182,2065,-1531,12540,-1798
1778531956.036203,-34108,-46359,-16108,-39039,9135,1775,890,45576,7024,-16109,43137,3203,-11055,-8730,8605,-15165,24678,-13913,21764,8062,-12963,31001,-33875,-8871,-30134,2880,-12175,13328,924,8524,12454,-3040
1778531956.061529,-45535,-21932,-19743,-9343,1763,-873,-2341,32854,-1050,-12362,29066,20097,1811,-5944,19076,-43936,15341,-13375,27721,-7663,-13787,19988,-44422,-17907,-26301,7401,-12943,30290,-880,24191,14493,-2089
1778531956.062529,-35176,-15689,-16010,29703,-7984,-669,-3766,19165,-7802,-8968,5399,40859,19979,-2816,21890,-36835,6974,-2883,20999,-49436,-9533,9397,-41343,-29029,-23766,985,-17710,37662,-8937,41456,16983,-408
1778531956.063529,-12591,860,-4513,46506,-12869,-2203,-5656,9192,-3959,-6118,10704,45989,27191,-2259,-16779,-4740,1321,-5127,-10496,-21331,-5541,8393,-33099,-25410,-20054,-1766,-23143,38131,-3075,54706,18406,-1220
1778531956.064529,-3301,5429,6543,12224,-13020,-1447,-10250,-1571,-3402,-6162,4472,27590,28486,-2119,-36730,7385,-3667,-2723,-9745,9862,-4372,13138,-21310,-3176,-12914,-1769,-27736,17422,1121,63421,18169,1152
1778531956.065529,-4424,55409,15680,1560,-12725,-6691,-12970,-12636,3603,-5979,-49693,-2589,20358,-424,-45007,598,-9698,8564,-10717,27870,-7898,18052,-10895,19811,-6845,-2733,-30423,-13186,1389,59927,18305,2928
1778531956.066529,4151,33030,14885,11664,-8455,-8759,-12134,-24116,3004,-5120,-52705,-14823,9525,-933,-27848,5448,-9115,12331,-19510,14982,-12654,21582,-5105,25604,10952,-3455,-29557,-34199,3385,50240,17316,2449
1778531956.108655,19627,-17050,14172,-19172,-8488,1376,-10014,-25124,1067,-5159,-3761,-5838,-7817,-297,31234,23452,-6301,16167,-3275,38817,-18963,20136,-1332,15636,42379,-245,-27604,-34817,1442,38245,15169,4422
1778531956.109655,22535,-30117,11996,-47217,-8697,7516,-2490,-17956,1363,-4570,13126,-2042,-19934,-1391,43511,31787,-2229,9873,10449,-1103,-23079,17500,893,2462,43863,2058,-22556,-15365,92,21033,10572,5643
1778531956.110655,16255,-27403,11739,-29559,-14194,8196,2052,-9793,912,-4659,9597,-16903,-12617,1486,19922,23058,1201,-13664,38583,-46506,-21799,7881,1989,821,13577,-97,-14613,-3544,-257,8421,3392,8132
1778531956.111655,15121,-10540,5724,35,-16474,6870,9136,-9105,-477,-2582,24562,-36491,-4564,1899,15199,7478,2882,-26187,13996,-20053,-12819,-497,6574,-6187,-11743,-545,-11209,-6001,-1021,-1731,-1759,7369
1778531956.112655,24865,-26785,180,36207,-18819,2388,10486,-19696,1512,349,34870,-39299,-12594,691,3549,-12417,3661,-16197,-18693,-16219,-3775,-8459,10830,-11233,-2398,-128,-2991,-13108,625,-3525,-10447,3815
1778531956.113655,27989,29841,-7833,46909,-14184,-2333,7883,-28046,-627,2691,30056,-18845,-31234,2854,-9102,-26661,673,-2152,-29163,29,7568,-15887,14300,-11716,2914,-26,2197,1682,-1505,-7712,-15800,-2052
1778531956.114655,10105,49426,-6999,9433,-6706,-2916,4019,-20306,1825,5271,5813,5262,-29643,1919,-17268,-16182,-2827,10962,-20026,17275,16634,-19938,15257,-7346,-26285,-1752,3800,24996,680,-9814,-20072,-10095
1778531956.153510,-19321,25531,-2854,-7732,6880,188,-508,-1687,1887,6602,-37819,21206,-6876,4845,-47742,-8040,-9274,18749,16674,54325,22844,-26046,17211,-5925,-47236,1434,5588,36001,536,-12597,-21367,-14139
1778531956.154510,-33779,-13551,-1979,5762,20641,-10587,1789,16949,357,7450,-43668,33321,17594,5469,-38024,-17421,-18251,8544,9738,6220,20596,-34485,18402,-5997,-29779,2060,10068,32626,2682,-16406,-24995,-11247
1778531956.155510,-37669,-24646,-8701,-22929,26788,-17525,1856,28088,2873,9150,-9395,36348,26852,6433,20816,-22215,-23943,2336,14757,-18463,18772,-38355,20279,2520,3536,889,10442,13756,2902,-21845,-22833,-5798
1778531956.156510,-41110,-12433,-18139,-46255,30910,-7240,3641,33532,124,7270,-11514,22194,20386,2925,42331,2430,-32528,8359,11682,-10107,13866,-44727,23349,16360,15972,1640,13147,-5177,-4060,-22443,-21889,-1541
1778531956.157510,-40187,-45573,-22053,-23649,27743,6215,6371,35014,654,6127,-23799,3285,16395,3653,41172,25749,-35473,-266,2543,-40074,9827,-47266,24302,20752,14351,1578,19227,-22503,-2933,-23741,-20727,-1082
1778531956.158510,-18760,-7275,-18196,10935,21259,12574,3806,33021,-5126,7299,19190,-6902,17707,438,21025,25590,-37334,-19736,-11947,-23459,7009,-42692,24586,7586,16309,-6152,20695,-39685,-2277,-23189,-17846,-5424
1778531956.159510,19642,30459,-4487,41442,11957,17650,-1110,24982,-9618,11264,55936,-1092,14421,-4068,-15668,12911,-36228,-21565,-33443,14441,3779,-29402,16518,-4834,24829,-7294,25434,-39309,-2657,-19895,-13655,-7291
1778531956.201639,49200,50367,7979,44267,6098,14362,-3986,7580,-3182,15527,31405,2896,9034,-8405,-15484,10907,-33422,-15443,-9834,49102,213,-15158,-1521,-13286,22304,2024,30311,-16095,-917,-15698,-11759,3397
1778531956.202639,53023,14381,17670,1794,-766,-738,-9523,-13548,3993,16592,5835,-15592,5278,-10914,-9428,5000,-30830,132,14459,10581,-817,3813,-18962,-14190,13247,-151,33013,12052,4643,-15404,-10584,17482
1778531956.203639,38044,-12517,21514,-14374,-5730,-5154,-10954,-29111,5258,22114,-8497,-36167,-2968,-9931,-35569,-161,-30157,30831,32517,16915,-4621,18949,-37202,-14191,-3061,5900,30978,21684,10848,-20523,-8741,24714
1778531956.204639,27401,-71,27042,-3439,-10603,-1585,-10423,-32635,7402,23389,-20910,-39820,-22666,-11380,-31185,-4798,-27972,30816,15520,1704,-7952,28489,-48106,-4444,-31041,9772,27477,13896,586,-29107,-4153,20698
1778531956.205639,13655,-36958,28062,-23368,-14760,-5805,-4987,-20836,656,21168,-22837,-17862,-41800,-9573,-1913,-17251,-25398,4237,-16286,-50411,-7693,30940,-47883,6621,-34090,3990,24628,6322,-6804,-35300,-2319,5971
1778531956.206639,-15797,-37749,22224,-41381,-17481,-21560,-2292,-9994,761,17055,-33575,9024,-34599,-7209,26571,-28226,-25725,-6840,-11845,-31494,-11395,25821,-37817,10581,-16601,-11615,19658,13966,-1596,-38908,3987,-4158
1778531956.207639,-42193,-12458,4959,-11194,-18699,-18861,8,-9324,-472,8907,-36255,21840,-10763,-6138,58578,-20090,-25744,-14084,-16285,-2297,-10941,20750,-20243,5868,-1917,-6507,10088,27857,-9550,-37296,9090,-7049
1778531956.247580,-44624,43449,-12285,19168,-17489,-4903,4625,-12137,-14013,678,11943,22791,8574,-4927,35180,3628,-21613,-18595,-682,20675,-13176,16963,-1781,892,-8439,-5228,4972,18787,-6206,-27951,12994,-7573
1778531956.248580,-27106,34040,-26824,43803,-15147,10101,8583,-13275,-10605,-6038,51680,23480,5438,-2318,-18548,11342,-15844,-9631,-4571,11444,-15275,14361,9524,698,-9125,-6151,436,-3568,468,-15042,17264,-6512
1778531956.249580,-11979,7585,-26122,39156,-10713,23619,9694,-6798,-1142,-14580,25404,18165,-2972,2108,-21396,5011,-8976,-6718,14377,48630,-14393,15093,16892,1532,17292,8564,427,-26055,15311,4098,17387,-11401
1778531956.250580,-8961,13833,-17610,-5879,-10169,27499,8346,1457,9071,-19877,10131,8199,6248,4547,-20793,5968,-122,-11012,29607,10409,-11654,16886,15573,-52,40273,15569,-77,-33159,14479,21763,19680,-17928
1778531956.251580,-2661,-15060,-10331,-22321,-12969,8188,5926,8339,17655,-22723,26765,-992,24909,7701,-27294,17373,11795,13162,5231,-38225,-7493,18263,9818,-3846,27852,6605,209,-33180,-518,33964,19273,-19132
1778531956.252580,11967,-33035,-10082,-5869,-13321,-8643,775,9612,3437,-22397,5458,598,35324,7407,-14968,20410,23860,35593,-12802,-21445,1460,20399,6402,-6238,2962,-8843,458,-23984,2448,42540,15933,-15335
1778531956.253580,23412,-52438,-9536,-22458,-9945,-4930,-4719,17120,711,-25920,-34421,1587,27904,2799,-15169,7377,36371,22460,-34417,-21907,8207,17196,9100,-5386,-3723,-1216,1401,-2472,-5568,44241,13115,-9895
1778531956.294432,17691,9884,-5721,-31047,-3541,-4641,-6548,23298,1734,-26253,-45271,-12503,18151,2397,8735,-5599,44950,6231,-10217,-12694,16438,13515,10738,-2631,-1851,-15678,-1994,22869,-17680,44592,7331,3103
1778531956.295432,9024,32955,-799,-1735,9477,-22022,-3218,34649,-11273,-28516,-29800,-32783,1615,3777,56305,-11444,53912,-16586,15819,9566,17677,11256,18507,1766,-9699,-12830,-5562,40279,-12112,41858,6171,15491
1778531956.296432,17375,20538,7643,25144,24117,-25817,1216,31494,-16068,-30640,-1583,-34687,-13847,7883,41141,-16307,57138,-41182,17096,59801,18858,8119,23885,6141,-21390,8416,-10191,32244,1358,37793,3783,26698
1778531956.297432,29287,25314,8825,39844,38147,-14390,4045,17148,-13299,-32280,21510,-12971,-26951,14254,-1871,-9545,55584,-23237,12957,14808,13004,4870,25490,6835,-24528,20374,-13965,8751,20382,31933,1317,28345
1778531956.298432,23943,12187,11062,29663,40848,-1305,4187,-5672,3105,-29743,13133,8287,-24830,20833,-23725,-3979,51815,9066,-3235,-8047,7669,119,20917,4046,-16864,7969,-22165,-3672,6981,30875,2038,21857
1778531956.299432,-1982,-3068,16681,-12142,36135,20843,-3441,-19601,26510,-24878,20497,17981,-10424,18707,-41656,-6729,45108,7987,1000,-5467,4078,-3106,14274,566,-2288,1664,-25471,-1879,8514,23005,1598,7520
1778531956.300432,-19551,-59740,26447,-25377,23381,39897,-9778,-25512,16934,-13681,51920,17310,-10133,14287,-22124,-6404,40679,10671,-14092,-40746,24,-6962,10086,-2921,17002,1097,-29462,2793,13736,16810,1168,-969
1778531956.356023,-28461,-29314,33907,-7339,7423,26270,-16341,-23302,992,-4476,23591,14693,-23284,8965,-581,4645,32907,20687,-20856,-36192,587,-16975,1110,-3176,23382,-27329,-31491,-8423,-13230,7026,649,1052
1778531956.357023,-33664,8478,28832,-17776,-8965,-4921,-18330,-19824,-1217,8482,-34020,14738,-27746,4095,-14488,19816,23826,13637,-8741,1366,856,-26002,-5824,-465,13862,-15161,-30226,-28219,-22771,-2208,1095,4161
1778531956.358023,-41863,21174,6746,-23168,-17519,-8137,-10030,-17950,-11000,18695,-36153,9213,-4135,-2004,4928,11913,18688,9862,15382,45739,3167,-32054,-15546,-1315,6734,3051,-28124,-32711,-16343,-13350,-464,3287
1778531956.359023,-38596,22113,-17577,3758,-19263,-3973,642,-12519,-12066,27820,-17017,4552,28541,-7917,41769,1704,15382,2679,32921,12005,2717,-34108,-25179,1635,16610,16773,-24295,-21572,6499,-18539,-1704,-17922
1778531956.360023,-6936,22784,-33987,26680,-13827,-16102,14307,-3309,-19055,33967,-23699,3360,40070,-12164,38439,468,11472,-31871,3869,27822,-2907,-32920,-31731,101,15058,6246,-19329,-852,14213,-17707,-2051,-38837
1778531956.361023,26094,32272,-35662,36388,-8591,-24087,19062,5611,-14151,36044,-18464,-397,29354,-18370,24789,-32,7810,-42040,-12949,13591,-8347,-25907,-37139,1020,-9541,21389,-19352,16064,4588,-14469,-4652,-46439
1778531956.362023,44039,-33341,-34427,21851,-5216,-20632,19689,8010,22567,35653,5369,-12413,16118,-27514,-17533,-3482,465,-12526,-20584,-41337,-14142,-14793,-36545,1440,-28106,1305,-14943,29544,25961,-7584,-5106,-29647
1778531956.363023,41179,-43225,-27880,-18521,-8997,-16308,10854,6288,30267,30924,33191,-29476,10534,-31395,-56325,-5964,-5390,14111,-8220,-38819,-15421,-5824,-28203,1886,-20077,-28221,-13347,35856,10633,-5007,-4662,434
1778531956.364023,36371,-25386,-19500,-26948,-15159,6196,472,5187,13886,28580,50703,-27263,7735,-31812,-29825,-8100,-12744,32356,3418,-10268,-17414,3567,-13961,585,-5127,-17774,-13178,26940,-19761,-2016,-6263,20525
1778531956.365023,26798,5248,-6039,-6494,-21064,44347,-5487,4643,-2281,25764,27403,-11970,325,-21780,-636,-9576,-18128,36483,-378,12857,-12920,6763,609,-528,-4544,-1512,-11344,3539,-23259,-8001,-3395,20934
1778531956.391185,6534,12115,12738,-13907,-25432,44525,-5411,14202,-15891,22458,-13378,8701,-5096,-9518,-2048,-4157,-26635,8330,17201,4974,-8507,10431,16728,-3791,-7124,5705,-7805,-20238,-14247,-18485,-2846,12906
1778531956.392185,-23982,15550,28804,-15282,-24879,11835,913,20796,-10060,20737,-11596,14234,-10545,2066,14638,5130,-31252,-14897,12272,56592,-2423,7975,25854,-6102,2391,9193,-2802,-25905,2350,-29817,-4624,10163
1778531956.393185,-37928,51290,32503,8719,-16446,-7786,5886,22316,-13252,18829,-2997,10391,-24009,8905,21098,7293,-37991,-5016,9051,20684,4582,9393,27114,-5464,17833,36910,4664,-17214,-620,-37318,-3410,17679
1778531956.394185,-31344,7132,20365,24397,-6276,-7412,7988,14153,-25290,16384,-42914,9449,-41627,9874,26431,918,-38146,-11591,-17218,-27853,7031,9648,22160,-1369,20600,-3413,12488,-7413,18642,-41931,-2450,33046
1778531956.395185,-19434,-27081,10617,27059,3526,-15441,5860,3387,4054,9440,-49192,12518,-38434,6392,37131,1365,-36739,-26451,-28809,-21408,6514,8371,12263,1976,14612,-21493,22727,-12292,38299,-41661,-6275,35108
1778531956.435629,-13058,-44143,5387,11300,13282,-23473,-1978,-4950,31316,-520,2959,10346,-12092,4194,-4624,6280,-32202,-17751,-4417,-27070,7463,8711,7872,4330,7534,-16789,27953,-18759,2302,-37970,-4140,20158
1778531956.436629,-8612,-11132,13583,-20324,22005,-18934,-8687,-12472,31199,-12425,31587,9670,18514,5432,-51165,5729,-24619,-3355,12315,-22599,7127,8353,6130,8580,-3750,-11900,35721,-10278,-18900,-27072,-6366,-554
1778531956.437629,1812,-5170,18252,-25822,30044,-26524,-13330,-16530,13192,-19114,27355,4419,20901,10546,-39629,59,-20132,16705,25372,-2790,7566,10783,8576,5901,-9087,-11503,36621,12896,-20715,-15761,-8836,-20932
1778531956.438629,16158,-6214,9881,-5878,31548,-15023,-16353,-20171,-21881,-28210,24753,-524,9366,12955,-18921,-3100,-12080,50659,5425,58987,6837,6319,14337,250,-8841,18859,38410,32372,-15085,-6012,-9052,-34486
1778531956.439629,14014,43023,-1817,-7277,34855,30556,-13545,-21722,-18710,-29850,17890,-9561,7389,14119,9646,-2332,-9717,35029,-5615,21102,7479,8041,19905,-7477,-7261,43440,36063,32787,-10786,956,-5314,-36098
1778531956.440629,8082,39557,-16297,-8301,30671,55457,-11216,-16215,-7778,-29276,13800,-19038,24459,15081,28777,-4162,-5902,-10195,-5666,2836,7738,4706,18026,-7807,-15053,-430,31200,22396,-7254,7955,-5474,-33811
1778531956.441629,10840,14132,-24263,13192,21336,30136,-8359,-4604,-23165,-25767,-2668,-21728,36536,12263,13162,73,-6817,-27470,-13283,3233,4321,5093,12216,-5711,-13773,-6677,23348,8672,38682,16966,-4247,-23574
1778531956.481864,20034,-38616,-25665,21244,6777,4599,407,4309,-7292,-21594,-45310,-7803,27920,13758,15321,-1652,-8161,-33089,-8082,-34285,3635,3857,-154,-4794,4047,-18389,20196,-11212,35870,23296,-409,-7322
1778531956.482864,22703,-24326,-32023,19029,-9609,-7428,7952,11037,14136,-14661,-51111,6641,9082,18731,34327,-983,-8687,-26731,-7223,-43141,2817,5962,-12461,-3957,16845,-23326,12929,-28502,-708,32474,-408,1526
1778531956.483865,12109,-16391,-36778,3655,-21666,-21500,13301,8419,34786,-11786,-3041,8410,-10907,26156,4043,-510,-11623,2883,19660,-8479,-14,6061,-22510,2093,10868,-26837,10417,-37296,-4087,39472,4606,854
1778531956.484864,-5153,-25950,-31418,-20311,-24333,-24621,19138,6413,40074,-13737,12122,6356,-24979,27371,-31338,607,-13339,14150,22295,37658,-617,2472,-29270,5820,3565,27336,12296,-22592,-17201,42720,4523,1111
1778531956.485864,-12834,11950,-7283,-19808,-20070,-15445,17468,3700,-10225,-13844,-4237,4153,-35041,23497,-41869,536,-13626,2865,6820,11059,-3089,912,-29914,6844,6445,34047,9462,114,-21231,42982,5413,11387
1778531956.486865,-19597,36757,22377,-1385,-11347,-22710,9561,6611,-32391,-16702,23344,8061,-30451,12862,-39855,-92,-11648,21596,-13744,36763,-7171,-2030,-27629,8548,9419,6503,11336,13537,-31443,36935,6348,31736
1778531956.487864,-30029,47583,47334,-3758,-3878,-30324,2307,10467,-16893,-19549,50015,12078,-14973,-5587,6320,665,-9346,35860,-24372,22879,-9371,-5400,-21685,11745,1751,12467,9776,6975,1604,27961,7631,52943
1778531956.530391,-36057,-11705,49713,-2539,-227,4638,-4522,8113,-20024,-17985,27354,9433,-5123,-22430,38340,517,-5156,13067,-618,-31853,-10582,-4802,-18719,8330,-9613,-15407,8170,2103,44678,16611,5988,49694
1778531956.531391,-21769,-16945,36192,11732,-8519,48239,-6169,6799,-5256,-14381,-4851,1636,-8665,-35548,19023,233,-1499,-13521,3817,-40182,-8587,-5739,-9026,-5511,-13326,-36155,5184,10379,18622,4568,8428,22071
1778531956.532391,692,-15229,22577,16878,-17226,47555,-593,3279,524,-8638,-28093,-1325,-18313,-37610,16148,-899,3790,-37588,10179,-20025,-8105,-5821,-1132,-20051,-7766,-33960,-2389,24708,9551,-2051,5196,-12762
1778531956.533391,22129,-29320,9344,10504,-27270,23837,8146,59,19918,-798,-33248,-6805,-2169,-36305,15974,-2251,9135,-52990,8305,2283,-3040,-2799,8673,-18286,-4363,27101,-8226,26884,7750,-5794,5214,-32477
1778531956.534391,26021,-21261,2531,-787,-32707,2136,13006,-678,49276,9002,-16001,-10838,32816,-34249,114,-2836,8664,-13454,6026,-4196,-1391,-2142,16480,-9172,-1750,14237,-13435,11036,-15882,-3509,6387,-28857
1778531956.535391,26763,6975,-9766,-18125,-25519,-19855,10073,-6933,19154,14631,-16298,-11605,49741,-32593,-8655,-4071,11381,32486,4130,55319,1597,-2055,20645,2983,2079,24232,-19527,-10541,-35101,2319,3144,-12729
1778531956.536391,26215,56060,-24823,-14351,-9278,-28925,-2360,-10395,-25432,17354,-22453,-4338,37530,-28718,-38439,-1785,11719,32154,-17178,31439,3567,-1613,24265,11753,2701,25340,-23570,-24903,-37870,4847,3828,-9035
1778531956.576617,17593,21285,-28375,1445,12653,-15223,-20124,-14690,-33180,17092,16506,2352,10659,-21711,-51579,2122,10821,22648,-18103,-12917,4525,-453,22864,18608,3135,-8232,-27458,-30153,18502,5212,1854,-23837
1778531956.577617,-1730,750,-24257,762,32443,-15185,-31456,-11820,-31382,18932,57254,4938,1230,-11589,-1657,4025,13529,14727,-7990,-16929,3235,1877,18270,18465,10386,-42276,-27146,-27326,26876,3735,2739,-42094
1778531956.578617,-21085,-8246,-13454,-32,42941,-33875,-34026,-5176,-751,18167,28942,885,-2909,5217,30713,2020,14869,-5435,17912,-26100,2747,1123,11115,4101,8372,-26919,-24568,-15630,10087,-1869,-492,-40548
1778531956.579617,-22416,-17576,-8887,7778,42169,-16147,-21437,1565,1110,18559,-4096,10,-4932,17760,34870,1864,21551,-9168,19459,-31560,4718,1999,6789,-9922,1981,8731,-23539,7263,33941,-11084,-2437,-15545
1778531956.580617,-15333,-34343,-12691,8433,36789,31385,-5682,4816,-398,19354,3905,5803,-14806,26907,29510,6611,23602,-10122,110,-14170,4012,2003,4636,-8818,-5629,-4894,-21324,27298,12311,-17752,-2719,18117
1778531956.581617,-11913,-33485,-22733,4618,22261,49457,12680,4468,42519,25190,-7436,7963,-19362,25752,1960,4608,30031,-37781,-6281,53217,3723,4257,2897,-6228,-4410,37736,-22949,26831,-18846,-24528,-1694,39245
1778531956.582617,-11533,33008,-19096,-1674,8212,38115,19515,5736,39427,30633,-30857,3829,-26503,17049,-8609,-4328,33763,-35757,-11194,21719,5010,3122,5017,-8737,-1210,35291,-25261,15416,-48015,-28029,-3071,42544
1778531956.624623,-4182,33672,-1830,-9177,-371,20846,18193,4818,1870,36538,-39234,788,-36687,10364,-979,-11580,37853,7624,-3988,13605,3592,5139,5195,-15108,-3681,-289,-27006,3020,-26947,-28817,-5398,32689
1778531956.625623,3962,21688,21795,-7867,-4043,-11749,8530,5831,-29405,36678,-23607,-2547,-33580,7341,-26646,-7503,36374,33330,-7057,12188,3946,4153,3229,-10203,-5045,-39986,-27544,2554,15868,-28186,-4059,24086
1778531956.626623,8616,3220,37552,33,-5460,-34666,123,3405,-49134,33878,8311,-2404,-9046,12500,-40986,-3238,33979,46555,-2762,-28338,-107,2516,-2780,3194,-3961,-15724,-28901,9893,1347,-26844,-3823,17770
1778531956.627623,4492,2762,43704,1869,-7030,-21694,-2519,3809,-13017,28214,38960,-3511,25726,20421,-16212,-1999,27765,35371,13168,-45496,-1126,4183,-14064,15855,1807,-16507,-27734,2432,25561,-27623,-2078,8321
1778531956.628623,3462,-19593,38135,0,-9008,-8696,1383,2156,11451,14463,22231,-4685,36991,30212,12572,-323,21251,-11651,12047,-19917,-2303,1253,-21583,19424,3215,-12844,-24204,-17998,45621,-27788,-2858,-121
1778531956.629623,8073,-51470,33019,5104,-13785,-29074,8413,1971,615,1164,8512,-1380,20927,32348,40894,-462,13843,-41152,7666,26167,-2176,2365,-26826,23400,1819,43314,-18018,-31967,9203,-23899,-34,-6870
1778531956.630623,13534,-6091,21951,2996,-13134,-28036,16189,882,25246,-11565,29370,-437,9595,26945,44130,2237,4798,-22224,-16675,5311,-5226,5797,-26354,15396,1155,38281,-6458,-26703,-24678,-18103,-2289,-14164
1778531956.631623,10867,21038,2205,2441,-15282,7821,19855,-164,33447,-21462,11142,8,15545,21626,-732,10111,-1677,-13598,-16795,40002,-5034,9083,-22074,-5093,512,6460,1865,-11919,-45423,-10775,-454,-23684
1778531956.672594,2267,34713,-25403,-413,-15827,34863,15599,-491,23734,-28452,-38233,1251,31931,13418,-14054,15677,-10223,-14885,-2067,33999,-2166,10524,-14672,-32035,1952,-25011,12536,5797,-12730,661,836,-40899
1778531956.673594,-1784,10508,-49176,-1465,-16776,44566,6255,-3613,-1743,-31968,-41567,-42,25247,7031,-7787,10453,-15865,4475,7964,-19720,-3801,8482,-5328,-37147,3,-8763,22696,20243,-11084,14202,2018,-48082
1778531956.674594,-5191,17775,-56931,-266,-20311,42409,-3515,-2404,-56099,-33408,-15432,397,999,3952,-24174,-4883,-20428,12384,13049,-39042,-1620,5315,5214,-16170,-1739,-45923,29894,29873,-11074,25684,-827,-39582
1778531956.675594,-11138,6516,-39458,-1097,-22624,10759,-11795,-2234,-40954,-34405,-5474,246,-21642,-5153,-23569,-8518,-23126,23294,121,-24959,-973,-1625,11301,7805,490,-14260,31704,31484,47158,30055,423,-8892
1778531956.676594,-17187,-41426,-14208,1022,-23183,-31973,-16463,-220,3017,-36880,3981,188,-32775,-19823,-18244,-2290,-24499,45723,6245,-6778,-613,-8971,13702,14215,802,36667,31427,14257,43058,31977,-61,22949
1778531956.677594,-14734,-36129,238,-1138,-19121,-31307,-19900,160,9853,-37264,15116,1071,-38575,-40608,-6012,-6344,-24196,21151,-2786,-13347,-1061,-15726,15584,17598,686,35263,32831,-8344,8575,28284,1879,37347
1778531956.678594,-7535,-10465,6016,1527,-7618,-12262,-22765,-1036,21388,-39682,27318,1052,-32213,-56401,39154,-18577,-26220,-32793,-11595,49801,1749,-17965,16230,20493,1319,13339,27727,-16849,-22509,24698,1077,28728
1778531956.719743,2045,25974,5655,3414,9422,-18056,-19701,1702,20849,-41431,40901,31,-16559,-60762,48451,-13947,-26857,-48549,-11967,34322,1626,-18591,15535,12419,902,3406,27419,-14140,-25363,15250,-394,12165
1778531956.720743,9320,11935,12807,1213,29126,-29351,-15234,2344,26055,-42593,18988,-1542,2589,-55565,13261,-4409,-29356,-36348,-5567,-2206,3649,-17123,15928,-1414,-426,-8252,24409,-4850,-12893,11141,1892,8949
1778531956.721743,10718,21882,20206,-3604,46544,-10151,-2090,2602,23515,-35129,-25778,-2843,6531,-37950,-6836,6239,-30992,-12955,17516,-11956,4420,-18081,13731,-7452,2196,-62145,24481,-9911,-39929,7061,344,26387
1778531956.722743,10906,29090,27109,-5500,48780,15532,5966,4245,-33793,-24520,-28483,-2694,-1878,-18167,-26359,15376,-29959,29438,14081,-20396,4243,-13921,9317,-5143,3928,-10095,26679,-19486,4725,9084,350,41185
